0;183792974;531690170445
1;463380;496443871737
2;22184113;2571919761
3;20096609;191689870776
4;510754;467636621333
5;57;4686433641
6;518517;5792147833
7;33898;4888804660
8;4333403;601000120899
9;1321222184;601000136654
10;734022;11120531028
11;3631906;8545832035
12;529446;289412639609
13;57;1341882238
14;1689504219;601000168809
15;233393980;601000121920
16;7950925;601000161347
17;1803186031;601000139814
18;1075685;11438268566
19;3924215;286533594641
20;0;3463473
21;79738;56612392
22;20238;47321811486
23;10260117;601000063931
24;62481107;52595142263
25;1012041942;553196507512
26;1450219;2241369371
27;6198401662;601000055878
28;105901918;117909529903
29;51872623;3886218627
30;29322245;24340607525
31;20596773;16294767256
32;7379103;3313581667
33;1729935;278135426
34;128798;80640568
35;565423;639354961
36;183;17185561679
37;821107;3937653723
38;5399471220;601000112529
39;1078692;571652490
40;2395199;5552853884
41;2395215;4019845657
43;79597;1748946909
44;8;68727150
45;2147628;5577108673
46;229;84746054
47;0;1367358
48;71;106218973
51;5799;19296521
53;736248;998514597
55;3583;15113197
56;26585;758099383
57;0;83988609
58;83;67653069
59;79;67681833
60;305570252;259520160893
62;95;7939854
63;10934795;771627657
64;1194560;2904566718
65;3409392;5210886540
66;0;12188300
67;0;2027079
69;20;4730034
71;2395247;4341400723
72;5680;146223931
73;1104;81543926
74;2267;18364630
75;167707955;95996561586
78;288910;526453648
79;254351069;64807170690
80;1407552;3071731566
81;32319;99326610
82;243838;470550061
83;25;4009205
84;200;60210687535
85;398;46749744595
86;692;52781775815
88;108042;389470918
90;149144;673815892
92;32109;408762626
93;26588;355527658
97;663028;767991029
100;320528447;442569146897
101;2109;31818050
102;4294929;1108992397
103;1157;23761652
104;41;8737764
109;0;272057
110;245587;925196518
111;235601;863394166
112;675660373;601000099796
114;50665;329216445
115;1512565;4163700334
117;4657;145535960
118;0;29826
119;0;17026
120;2489818;240385205
123;1329846;3682598159
124;565246;549109034
127;55485;151619769
128;55196;27846359
129;1408;49392417
130;52998052;9737678230
131;605;3182320
133;6219;32392896
136;1;3610904
137;1;4377370
139;846238;1422508015
142;106824254;6783187106
149;3339;15092538
150;99;7598399
152;2457464;3629454567
153;10522;76582549
154;637640;801644716
156;365;2560092
157;10510545;2562519982
158;4356;129543552
159;2633;90988947
160;4616;132231021
161;2862;77332726
162;922;52596902
163;234355;245041167
164;762948;435777161
170;2524335;2999495498
171;135714;224727828
172;856814;1251136834
173;9847936;10226921853
176;2442620;2953227733
177;12879;114540350
183;147007;275421976
184;116959;187547396
185;2672197;2297856608
188;307703;532555274
189;0;3312569190
192;16359;41082503
194;0;10399853
195;126384;152758036
197;369381;12139774259
199;2650177;1897466451
203;2267;14882199
209;39872215;7258804595
210;1802014;1878002939
211;1301;63769696
212;27159;73200198
213;1191;32136095
215;0;35748
218;7491937;5782745830
222;289032;190384877
224;2986807;3495777518
226;13125049;2487448812
230;846042;453072099
232;18;1873512
234;6309820;5040562550
236;9607;91834733
237;186246407;13626966339
239;57;277377
249;66621108;68439113772
250;4596072;2646592749
252;3137615;5330175332
255;3891;54500128
259;4514666;1057010196
264;249427;338853908
265;9803;125876225
266;16481;16521230
267;618358;495140195
268;274375;265323655
271;0;22489
272;186092;133365284
274;1090250;1184283477
278;617;679395
281;511366;619998516
291;37794;28185779
292;433412;545976266
296;3130253;5517088161
298;144886;411431328
303;126329;124130635
307;256356;337596143
311;1592691232;98803448331
319;2141139;2743606416
320;2202938;2244131427
322;252096;493844777
323;703;41134254
324;697;30140785
325;3419076;5503219553
327;637888;525410438
332;5252;1431634
333;336684520;20792632223
334;267;978796136
336;53224;129494500
341;968480;1142500375
397;1947088;79267064666
447;0;23285366365
493;6;172852
592;54;40192608
688;193726;679623836
