42;672925;1728855518
49;1709097;3332762756
50;680330;1528455471
52;739946;1507434947
54;2728617;4119281268
61;66135;213192377
68;28;3752456
70;739946;1513008474
76;822121;1317808792
77;124479;154020856
87;1140459;1568638927
89;44711;111042966
91;23;362309
94;3144070;3316512353
95;680330;906934527
96;149658;364898717
98;20102;91952512
99;55733;20566902
105;655797;1254264673
106;929304;1567369964
107;1052082;1824398862
108;1413109;1882650837
113;5011;37932600
116;212298;419482557
121;114518;205420708
122;0;508207194
125;606;3609147
126;52463;337728060
132;0;30589011
134;110138;244114809
135;585;3119334
138;322;2944384
140;50;14167896
141;586720;187213568
143;84378;257838998
144;62;12105293
145;17935;51622438
146;129479;187540574
147;107804;353373746
148;8557;41332550
151;9589898;3672328139
155;2742276;3603821829
165;722671;942494157
166;63949;114692232
167;332867;466809357
168;141917;176026632
169;5407;6310400
174;3555045;4647656594
175;237239;131937144
178;3200584;3154489028
179;399879;123955724
180;90897;132979491
181;90897;119404416
182;174663;262272871
186;159141;169029693
187;2419655;2133084369
190;118;3645037
191;7068;7113004
193;1059972;1263637538
196;159399811;11248920759
198;414778;352365876
200;166950;209131719
201;296;11224705
202;440287;435773270
204;1611544;1862940414
205;3552567;2465249161
206;3880057;3198187855
207;299591563;98084749969
208;35109;63315482
214;14048307;8733545906
216;822121;736574946
217;332867;467531178
219;4376775;3415964816
220;375892;516083431
221;502203;537756847
223;18;579665020
225;368759;724228065
227;86;6393991
228;12;411497
229;1132302;1253848722
231;80982;107721456
233;16424892;20457805043
235;1059972;1267177760
238;1848;14588748
240;438265;269531308
241;12536186;5644221832
242;2444033852;601000049988
243;332867;476000609
244;3285215;3908978000
245;78;10378415
246;48924719;30251085063
247;2156;14263695
248;8551;26005904
251;184770;141766849
253;187144;156564908
254;72633;201357226
256;201;303959
257;18172000;22516650631
258;432;2668247
260;228463;238664142
261;171;3608342
262;58690;60477347
263;34344;49672923
269;49621;117427645
270;3139658;628847410
273;257;6844598
275;3426014326;601000086715
276;5;774232051
277;189207;186654548
279;3717701;2765725103
280;379478;501544520
282;0;300026
283;17943531;8315147793
284;78957;97820268
285;2556723;2566813939
286;340;9221814
287;202;4933090
288;2820013;586707779
289;79377;117672426
290;5099;26035094
293;2788161;2769512612
294;720809;1114239820
295;15063;38454686
297;2225;13627281
299;0;22985
300;1508;1957127
301;17769;86613787
302;29;1684338
304;490806;521718271
305;0;197579574
306;2524922;2878757828
308;363588;333410965
309;330;2147793
310;1096;6005460
312;199734;346880589
313;68;1667750
314;38;1173433
315;46266;66767341
316;129547;123558374
317;333069;247877074
318;228945;185544561
321;1611544;1868187250
326;2457552;2371301390
328;362;2276640
329;595288;1049831839
330;0;275916
331;11088;34607419
335;9154313;4409276992
337;750224;713272652
338;4691808;3275174316
339;3924906;2292643792
340;84467;54623923
342;745087617;288073861933
343;4777;7026090
344;1667791;1155160597
345;7482711;5859759618
346;9826268;7963429229
347;3055737;1754815357
348;1221020;889075076
349;333775;427030892
350;74248;115502386
351;209153;18695778
352;66370229;25004880854
353;65742;51743396
354;4581915;2191853460
355;567048;349240327
356;373600;381139851
357;10151;5449435
358;1232253;1187586702
359;0;1215703725
360;3896710;612158875
361;12724749;7631466950
362;609;1097650
363;19035458;11487695266
364;5600;5980365
365;10;256572
366;169512;106589659
367;8;509851
368;51806028;36439795440
369;4694656;3208011229
370;12988;30496397
371;1034781;709326849
372;91551;66001211
