0;1000;59573764000
1;1000;83867000
2;1000;3459000
3;1000;4515000
4;1000;126914000
5;57;274561000
6;1000;12867000
7;1000;33019000
8;1000;22304000
9;1000;1914000
10;1000;10025000
11;1000;11013000
12;1000;71970000
13;57;236035000
14;1000;32960999
15;1000;29889584000
16;1000;11651000
17;1000;1230000
18;1000;9956000
19;1000;14525000
20;0;4430000
21;1000;727000
22;1000;32364798999
23;1000;4.88292E+11
24;1000;2159000
25;1000;4046000
26;1000;3656000
27;1000;3337000
28;1000;2457000
29;1000;939169000
30;1000;25776000
31;1000;230845000
32;1000;1839000
33;1000;3831000
34;1000;18161000
35;1000;14979000
36;183;1413000
37;1000;39178000
38;1000;540000
39;1000;5836000
40;1000;12199637000
41;1000;6018000
42;1000;16354000
43;1000;57138000
44;8;327788000
45;1000;18076000
46;229;204417000
47;0;1031999
48;71;1002761000
49;1000;9378000
50;1000;8002000
51;1000;14072000
52;1000;12068000
53;1000;9914000
54;1000;9065000
55;1000;10976000
56;1000;30857000
57;0;78678000
58;83;1772252000
59;79;841509000
60;1000;8121000
61;1000;6274000
62;95;5107000
63;1000;1822000
64;1000;17932000
65;1000;6494000
66;0;5091000
67;0;1706000
68;28;3370000
69;20;7067000
70;1000;12199000
71;1000;10049000
72;1000;53328000
73;1000;45453000
74;1000;16680000
75;1000;3751000
76;1000;4316000
77;1000;1971000
78;1000;9011000
79;1000;3397000
80;1000;9100000
81;1000;10601000
82;1000;13238000
83;25;2582000
84;200;915533000
85;398;723896000
86;692;711087000
87;1000;4356000
88;1000;14671000
89;1000;4143000
90;1000;4313000
91;23;590000
92;1000;17976000
93;1000;17228000
94;1000;3442000
95;1000;3990999
96;1000;4300000
97;1000;4935000
98;1000;7562000
99;1000;2537000
100;1000;5177000
101;1000;11559000
102;1000;2568000
103;34;5355000
104;1;412000
105;1000;8090000
106;1000;7148000
107;1000;7538000
108;1000;4835000
109;0;192000
110;1000;8459000
111;1000;9354000
112;1000;1363000
113;1000;8312999
114;1000;8700000
115;1000;9787000
116;1000;5751000
117;1000;36620000
118;0;89000
